date;banque;indicateur;pays;iso;valeur;activité filiale
2014-12-31;BNP;FILIALES;États-Unis;US;FSI Holdings Inc;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;États-Unis;US;Madison Arbor LLC;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;États-Unis;US;Matchpoint Master Trust;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;États-Unis;US;Paribas North America Inc;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;États-Unis;US;Scaldis Capital LLC;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;États-Unis;US;Starbird Funding corporation;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;États-Unis;US;Tender option bond municipal program;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;États-Unis;US;Via North America, Inc;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;États-Unis;US;VPG SDI Media LLC;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;États-Unis;US;Alamo Funding II Inc;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;États-Unis;US;BNP Paribas Asset Management Inc.;Investment
2014-12-31;BNP;FILIALES;États-Unis;US;BNP Paribas Investment Partners USA Holdings Inc;Investment
2014-12-31;BNP;FILIALES;États-Unis;US;Fischer Francis Trees & Watts Inc;Investment
2014-12-31;BNP;FILIALES;États-Unis;US;Claas Financial Services Inc;Leasing solutions
2014-12-31;BNP;FILIALES;États-Unis;US;BNP Paribas US Medium Term Notes Program LLC;Sociétés de portefeuille et autres filiales
2014-12-31;BNP;FILIALES;Finlande;FI;Arval oy;Arval
2014-12-31;BNP;FILIALES;Finlande;FI;BNP Paribas Fortis (succ. Finlande);Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Finlande;FI;Alfred Berg Kapitalforvaltning AB;Investment
2014-12-31;BNP;FILIALES;Finlande;FI;Alfred Berg Asset Management AB (succ. Finlande);Investment
2014-12-31;BNP;FILIALES;Finlande;FI;Alfred Berg Rahastoyhtio Oy;Investment
2014-12-31;BNP;FILIALES;France;FR;Arval ECL;Arval
2014-12-31;BNP;FILIALES;France;FR;Arval Service Lease;Arval
2014-12-31;BNP;FILIALES;France;FR;Arval Trading;Arval
2014-12-31;BNP;FILIALES;France;FR;Autovalley;Arval
2014-12-31;BNP;FILIALES;France;FR;Cofiparc;Arval
2014-12-31;BNP;FILIALES;France;FR;Public Location Longue Durée;Arval
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Aqua;Assurance
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Cardif;Assurance
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Global Senior Corporate Loans;Assurance
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Money 3M;Assurance
2014-12-31;BNP;FILIALES;France;FR;Cardif Assurance Vie;Assurance
2014-12-31;BNP;FILIALES;France;FR;Cardif Assurances Risques Divers;Assurance
2014-12-31;BNP;FILIALES;France;FR;Cardif I-Services;Assurance
2014-12-31;BNP;FILIALES;France;FR;Cardimmo;Assurance
2014-12-31;BNP;FILIALES;France;FR;GIE BNP Paribas Cardif ;Assurance
2014-12-31;BNP;FILIALES;France;FR;Icare;Assurance
2014-12-31;BNP;FILIALES;France;FR;Icare Assurance;Assurance
2014-12-31;BNP;FILIALES;France;FR;Natio Assurance;Assurance
2014-12-31;BNP;FILIALES;France;FR;Natio Fonds Ampère 1;Assurance
2014-12-31;BNP;FILIALES;France;FR;Odyssée SCI;Assurance
2014-12-31;BNP;FILIALES;France;FR;Portes de Claye SCI;Assurance
2014-12-31;BNP;FILIALES;France;FR;Profilea Monde Equilibre;Assurance
2014-12-31;BNP;FILIALES;France;FR;Scoo SCI;Assurance
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas SA;Bank
2014-12-31;BNP;FILIALES;France;FR;Banque de Wallis et Futuna;Banque de détail
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Developpement;Banque de détail
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Factor;Banque de détail
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Guadeloupe;Banque de détail
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Guyane;Banque de détail
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Martinique;Banque de détail
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Nouvelle-Calédonie;Banque de détail
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Réunion;Banque de détail
2014-12-31;BNP;FILIALES;France;FR;Société Alsacienne de Développement et d'expansion;Banque de détail
2014-12-31;BNP;FILIALES;France;FR;Antin Participation 8;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;FR;Atargatis;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;FR;Austin Finance ;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Arbitrage;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Equities France;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Flexi III Deposit Euro;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;FR;Compagnie d'Investissement Italiens SNC;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;FR;Compagnie Investissements Opéra SNC;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;FR;Esomet;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;FR;Financière des Italiens;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;FR;Financière Paris Haussmann;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;FR;Financière Taitbout;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;FR;Laffitte Participation 22;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;FR;Méditerranéa;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;FR;Optichamps;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;FR;Parifergie;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;FR;Parilease;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;FR;Participations Opéra;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;FR;Taitbout Participation 3 SNC;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;FR;Verner Investissements (Groupe);Corporate and Investment Banking
2014-12-31;BNP;FILIALES;France;FR;BNP intercontinentale - BNPI;Europe Méditerranée
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas BDDI Participations;Europe Méditerranée
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Asset Management SAS;Investment
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Capital Partners (ex- BNP Paribas Private Equity);Investment
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Investment Partners;Investment
2014-12-31;BNP;FILIALES;France;FR;CamGestion;Investment
2014-12-31;BNP;FILIALES;France;FR;FundQuest Advisor;Investment
2014-12-31;BNP;FILIALES;France;FR;THEAM;Investment
2014-12-31;BNP;FILIALES;France;FR;Klépierre SA (Groupe);Klépierre
2014-12-31;BNP;FILIALES;France;FR;Aprolis Finance;Leasing solutions
2014-12-31;BNP;FILIALES;France;FR;Arius;Leasing solutions
2014-12-31;BNP;FILIALES;France;FR;Artegy;Leasing solutions
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Lease Group BPLG;Leasing solutions
2014-12-31;BNP;FILIALES;France;FR;Claas Financial Services;Leasing solutions
2014-12-31;BNP;FILIALES;France;FR;CNH Industrial Capital Europe (ex- CNH Capital Europe);Leasing solutions
2014-12-31;BNP;FILIALES;France;FR;Fortis Lease (France);Leasing solutions
2014-12-31;BNP;FILIALES;France;FR;JCB Finance;Leasing solutions
2014-12-31;BNP;FILIALES;France;FR;MFF;Leasing solutions
2014-12-31;BNP;FILIALES;France;FR;Natiocrédibail;Leasing solutions
2014-12-31;BNP;FILIALES;France;FR;Natiocrédimurs;Leasing solutions
2014-12-31;BNP;FILIALES;France;FR;Natioénergie 2;Leasing solutions
2014-12-31;BNP;FILIALES;France;FR;Same Deutz-Fahr Finance;Leasing solutions
2014-12-31;BNP;FILIALES;France;FR;Autonoria 2012 - 1 et 2;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;Autonoria 2014;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;Axa Banque Financement;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;Cafineo;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;Carrefour Banque;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;CMV Médiforce;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;Cofica Bail;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;Cofiplan;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;Communication Marketing Services - CMS;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;Compagnie de Gestion et de Prêts;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;Crédit Moderne Antilles Guyane;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;Crédit Moderne Antilles Guyane;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;Crédit Moderne Océan Indien;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;Domofinance;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;Domos 2011 - A et B;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;Effico;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;Facet;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;FCC Domos 2008;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;FCC Retail ABS Finance - Noria 2009;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;Fidecom;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;Fidem;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;Gestion et Services Groupe Cofinoga GIE;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;LaSer Cofinoga;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;LaSer loyalty;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;LaSer SA;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;LaSer Symag;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;Leval 20;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;Loisirs Finance;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;Norrsken Finance;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Personal Finance;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;Prêts et Services SAS;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;Projeo;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;Retail Mobile Wallet;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;Sygma Banque;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;Banque Solféa;Personal Finance
2014-12-31;BNP;FILIALES;France;FR;B*Capital;Personal Investors
2014-12-31;BNP;FILIALES;France;FR;Cortal Consors;Personal Investors
2014-12-31;BNP;FILIALES;France;FR;Portzamparc Gestion;Personal Investors
2014-12-31;BNP;FILIALES;France;FR;Protzamparc Société de Bourse;Personal Investors
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Dealing Services;Securities Services
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Fund Services France;Securities Services
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Securities Services - BP2S;Securities Services
2014-12-31;BNP;FILIALES;France;FR;Asset Partners;Services immobiliers
2014-12-31;BNP;FILIALES;France;FR;Auguste Thouard Expertise;Services immobiliers
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Immobilier Promotion Immobilier d'Entreprise;Services immobiliers
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Immobilier Résidentiel;Services immobiliers
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Immobilier Résidentiel Promotion Ile-de-France;Services immobiliers
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Immobilier Résidentiel Résidences Services BSA;Services immobiliers
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Immobilier Résidentiel Services Clients;Services immobiliers
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Immobilier Résidentiel Transaction & Conseil;Services immobiliers
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Immobilier Résidentiel V2i;Services immobiliers
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Real Estate;Services immobiliers
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Real Estate Consult France;Services immobiliers
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Real Estate Financial Partner;Services immobiliers
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Real Estate Hotels France;Services immobiliers
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Real Estate Investment Management;Services immobiliers
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Real Estate Investment Services;Services immobiliers
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Real Estate Property Management France SAS;Services immobiliers
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Real Estate Transaction France;Services immobiliers
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Real Estate Valuation France;Services immobiliers
2014-12-31;BNP;FILIALES;France;FR;FG Ingénierie et Promotion immobilière;Services immobiliers
2014-12-31;BNP;FILIALES;France;FR;immobilière des Bergues;Services immobiliers
2014-12-31;BNP;FILIALES;France;FR;Partner's & Services ;Services immobiliers
2014-12-31;BNP;FILIALES;France;FR;Siège Issy;Services immobiliers
2014-12-31;BNP;FILIALES;France;FR;Société de Construction de Vente;Services immobiliers
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Home Loan SFH;Sociétés de portefeuille et autres filiales
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Partners for innovation (Groupe);Sociétés de portefeuille et autres filiales
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Public Sector SCF;Sociétés de portefeuille et autres filiales
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas- SME - 1 (ex-Euro Secured Notes Issuer);Sociétés de portefeuille et autres filiales
2014-12-31;BNP;FILIALES;France;FR;Compagnie d'Investissements de Paris - C.I.P;Sociétés de portefeuille et autres filiales
2014-12-31;BNP;FILIALES;France;FR;FCT Opéra;Sociétés de portefeuille et autres filiales
2014-12-31;BNP;FILIALES;France;FR;Financière BNP Paribas;Sociétés de portefeuille et autres filiales
2014-12-31;BNP;FILIALES;France;FR;Financière du Marché Saint Honoré;Sociétés de portefeuille et autres filiales
2014-12-31;BNP;FILIALES;France;FR;GIE Groupement Auxiliaire de Moyens;Sociétés de portefeuille et autres filiales
2014-12-31;BNP;FILIALES;France;FR;Omnium de Gestion et de Développement immobilier - OGDI;Sociétés de portefeuille et autres filiales
2014-12-31;BNP;FILIALES;France;FR;Société Auxiliaire de Construction Immobilière - SACI;Sociétés de portefeuille et autres filiales
2014-12-31;BNP;FILIALES;France;FR;Société Orbaisienne de Participations;Sociétés de portefeuille et autres filiales
2014-12-31;BNP;FILIALES;France;FR;UCB Bail 2;Sociétés de portefeuille et autres filiales
2014-12-31;BNP;FILIALES;France;FR;UCB Entreprises;Sociétés de portefeuille et autres filiales
2014-12-31;BNP;FILIALES;France;FR;Antin Participation 5;Sociétés immobilières d'Exploitation
2014-12-31;BNP;FILIALES;France;FR;Société immobilière Marché Saint-Honoré;Sociétés immobilières d'Exploitation
2014-12-31;BNP;FILIALES;France;FR;BNP Paribas Wealth Management ;Wealth Management
2014-12-31;BNP;FILIALES;France;FR;Conseil Investissement SNC;Wealth Management
2014-12-31;BNP;FILIALES;Gabon;GA;Banque internationale du commerce et de l'industrie Gabon;Europe Méditerranée
2014-12-31;BNP;FILIALES;Grèce;GR;Arval Hellas Car Rental SA;Arval
2014-12-31;BNP;FILIALES;Grèce;GR;BNP Paribas Securities Services - BP2S (Grèce);Securities Services
2014-12-31;BNP;FILIALES;Guernesey;GG;BNP Paribas Suisse SA (succ. Guernesey);Bank
2014-12-31;BNP;FILIALES;Guernesey;GG;BNP - Paribas Securities Services - BP2S (succ. Guernesey);Securities Services
2014-12-31;BNP;FILIALES;Guinée;GN;Banque internationale du commerce et de l'industrie Guinée;Europe Méditerranée
2014-12-31;BNP;FILIALES;Hong-Kong;HK;BNP Paribas Arbitrage (Hong-Kong) Ltd;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Hong-Kong;HK;BNP Paribas Capital (Asia Pacific) Ltd;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Hong-Kong;HK;BNP Paribas Finance (Hong Kong) Ltd;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Hong-Kong;HK;BNP Paribas SA (succ. Hong-Kong);Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Hong-Kong;HK;BNP Paribas Securities (Asia) Ltd;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Hong-Kong;HK;BNP Paribas SJ Ltd;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Hong-Kong;HK;BNP Paribas Investment Partners Asia Ltd;Investment
2014-12-31;BNP;FILIALES;Hong-Kong;HK;BNP Paribas Dealing Services Asia Ltd;Securities Services
2014-12-31;BNP;FILIALES;Hong-Kong;HK;BNP Paribas Securities Services - BP2S (succ. Hong Kong);Securities Services
2014-12-31;BNP;FILIALES;Hong-Kong;HK;BNP Paribas Wealth Management (succ. Hong-Kong);Wealth Management
2014-12-31;BNP;FILIALES;Hongrie;HU;Arval Magyaroszag KFT;Arval
2014-12-31;BNP;FILIALES;Hongrie;HU;Cardif Biztosito Magyarorszag Zrt;Assurance
2014-12-31;BNP;FILIALES;Hongrie;HU;BNP Paribas SA (succ. Hongrie);Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Hongrie;HU;BNP Paribas Lease Group KFT;Leasing solutions
2014-12-31;BNP;FILIALES;Hongrie;HU;BNP Paribas Lease Group lizing RT;Leasing solutions
2014-12-31;BNP;FILIALES;Hongrie;HU;Fortis Lease Operativ Lizing Zartkoruen Mukodo Reszvenytarsasag;Leasing solutions
2014-12-31;BNP;FILIALES;Hongrie;HU;Magyar Cetelem Bank Zrt;Personal Finance
2014-12-31;BNP;FILIALES;Hongrie;HU;Oney Magyarorszag Zrt;Personal Finance
2014-12-31;BNP;FILIALES;Hongrie;HU;UCB Ingatlanhitel RT;Personal Finance
2014-12-31;BNP;FILIALES;Hongrie;HU;BNP Paribas Securities Services - BP2S (succ. Hongrie);Securities Services
2014-12-31;BNP;FILIALES;Hongrie;HU;BNP PB Real Estate Advisory & Property Management Hungary Ltd.;Services immobiliers
2014-12-31;BNP;FILIALES;Île de Man;IM;BNP Paribas Securities Services - BP2S (succ. Ile de Man);Securities Services
2014-12-31;BNP;FILIALES;Îles Caïmans;KY;Bank of the West (succ. Iles Cayman);Banque de détail
2014-12-31;BNP;FILIALES;Îles Caïmans;KY;First Hawaïan Bank (succ. Iles Cayman);Banque de détail
2014-12-31;BNP;FILIALES;Îles Caïmans;KY;BNP Paribas Fortis (succ. Iles Cayman);Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Îles Caïmans;KY;BNP Paribas Prime Brokerage International Ltd;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Îles Caïmans;KY;BNP Paribas SA (succ. Iles Cayman);Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Îles Caïmans;KY;Marc Finance Ltd;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Îles Caïmans;KY;TCG Fund I, LP;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Inde;IN;Arval India Private Ltd;Arval
2014-12-31;BNP;FILIALES;Inde;IN;State Bank of India Life insurance Company Ltd;Assurance
2014-12-31;BNP;FILIALES;Inde;IN;BNP Paribas India Holding Private Ltd;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Inde;IN;BNP Paribas India Solutions Private Ltd;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Inde;IN;BNP Paribas SA (succ. Inde);Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Inde;IN;BNP Paribas Securities India Private Ltd;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Inde;IN;BNP Paribas Asset Management India Private;Investment
2014-12-31;BNP;FILIALES;Inde;IN;SREI Equipement Finance Ltd (ex-SREI Equipement Finance Private Ltd);Leasing solutions
2014-12-31;BNP;FILIALES;Inde;IN;Sundaram BNP Paribas Home Finance Ltd;Personal Finance
2014-12-31;BNP;FILIALES;Inde;IN;Geojit BNP Paribas Financial Services Ltd (Groupe);Personal Investors
2014-12-31;BNP;FILIALES;Inde;IN;Geojit Technologies Private Ltd;Personal Investors
2014-12-31;BNP;FILIALES;Inde;IN;BNP Paribas Sundaram GSO Private Ltd;Securities Services
2014-12-31;BNP;FILIALES;Indonésie;ID;PT Bank BNP Paribas Indonesia;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Indonésie;ID;PT BNP Paribas Securities Indonesia;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Indonésie;ID;PT BNP Paribas Investment Partners;Investment
2014-12-31;BNP;FILIALES;Irlande;IE;Greenval Insurance Company Ltd;Arval
2014-12-31;BNP;FILIALES;Irlande;IE;Darnell Ltd;Assurance
2014-12-31;BNP;FILIALES;Irlande;IE;Alectra Finance PLC;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Irlande;IE;Aquarius + Investments PLC;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Irlande;IE;Aquarius Capital Investments Ltd;Corporate and Investment Banking
2014-12-31;BNP;FILIALES;Irlande;IE;BNP Paribas International Finance Dublin;Corporate and Investment Banking
