date;banque;indicateur;pays;iso;valeur;activité filiale
2014-12-31;SG;FILIALES;Russie;RU;Valmont LLC;Group real estate management company
2014-12-31;SG;FILIALES;Sénégal;SN;SG de banques au Sénégal;Bank
2014-12-31;SG;FILIALES;Serbie;RS;ALD Automotive D.O.O Beograd;Specialist Financing
2014-12-31;SG;FILIALES;Serbie;RS;Société Générale Banka Srbija;Bank
2014-12-31;SG;FILIALES;Singapour;SG;Newedge financial Singapore PTE Ltd;Broker
2014-12-31;SG;FILIALES;Singapour;SG;SG securities (Singapore) PTE Ltd;Broker
2014-12-31;SG;FILIALES;Singapour;SG;SG Singapour;Bank
2014-12-31;SG;FILIALES;Singapour;SG;Société Générale Bank & Trust Singapore branch;Bank
2014-12-31;SG;FILIALES;Slovaquie;SK;ALD Automotive SRO;Specialist Financing
2014-12-31;SG;FILIALES;Slovaquie;SK;Komercni Banka Bratislava;Bank
2014-12-31;SG;FILIALES;Slovaquie;SK;Pema Slovakia SPOL SRO;Specialist Financing
2014-12-31;SG;FILIALES;Slovaquie;SK;SG Equipment finance Czech Republic SRO Organizacna Zlozka (Slovak Republic branch);Specialist Financing
2014-12-31;SG;FILIALES;Slovaquie;SK;Truckcenter Zvolen Spol SRO;Services
2014-12-31;SG;FILIALES;Slovénie;SI;ALD Automotive operational leasing DOO;Specialist Financing
2014-12-31;SG;FILIALES;Slovénie;SI;SKB leasing D.O.O;Specialist Financing
2014-12-31;SG;FILIALES;Slovénie;SI;SKB Banka;Bank
2014-12-31;SG;FILIALES;Suède;SE;ALD Automotive AB;Specialist Financing
2014-12-31;SG;FILIALES;Suède;SE;NF Fleet AB;Specialist Financing
2014-12-31;SG;FILIALES;Suède;SE;Pema Truck - OCH Traileruthyrning AB;Specialist Financing
2014-12-31;SG;FILIALES;Suède;SE;SG Finans AS Swedish Branch;Specialist Financing
2014-12-31;SG;FILIALES;Suisse;CH;ALD Automotive AG;Specialist Financing
2014-12-31;SG;FILIALES;Suisse;CH;Newedge Group, Paris, Zurich branch;Broker
2014-12-31;SG;FILIALES;Suisse;CH;PEMA Truck - Und Trailervermietung GMBH;Specialist Financing
2014-12-31;SG;FILIALES;Suisse;CH;Rosbank (Switzerland);Bank
2014-12-31;SG;FILIALES;Suisse;CH;SG Equipment Finance Schweiz AG;Specialist Financing
2014-12-31;SG;FILIALES;Suisse;CH;SG Private banking (Lugano - Svizzera) SA;Bank
2014-12-31;SG;FILIALES;Suisse;CH;SG private banking suisse SA;Bank
2014-12-31;SG;FILIALES;Suisse;CH;SG Zurich;Bank
2014-12-31;SG;FILIALES;Taïwan;TW;SG Securities (Hong-Kong) Limited;Broker
2014-12-31;SG;FILIALES;Taïwan;TW;SG Tapei;Bank
2014-12-31;SG;FILIALES;Tchad;TD;Société Générale Tchad;Bank
2014-12-31;SG;FILIALES;Thaïlande;TH;SG Bangkok;Bank
2014-12-31;SG;FILIALES;Tunisie;TN;Union internationale de banques;Bank
2014-12-31;SG;FILIALES;Turquie;TR;ALD Automotive Turizm ticaret anonim sirketi;Specialist Financing
2014-12-31;SG;FILIALES;Turquie;TR;SG Istanbul;Bank
2014-12-31;SG;FILIALES;Ukraine;UA;First lease Ltd;Specialist Financing
2014-12-31;CM;FILIALES;Allemagne;DE;BECM Franckfort (succursale de BECM);Banque de détail
2014-12-31;CM;FILIALES;Argentine;AR;Cofidis Argentine;Banque de détail
2014-12-31;CM;FILIALES;Bahamas;BS;LRM Advisor SA;Banque de Financement et d'Investissement
2014-12-31;CM;FILIALES;Belgique;BE;Cofisun;Autres Sociétés
2014-12-31;CM;FILIALES;Brésil;BR;Serficom Brasil Gestao de Recursos Ltda;Banque de Financement et d'Investissement
2014-12-31;CM;FILIALES;Canada;CA;Primonial TI;Gestion d'Actif et Banque Privée
2014-12-31;CM;FILIALES;Espagne;ES;Agrupació AMCI d'Assegurances i Reassegurances SA;Société d'Assurance
2014-12-31;CM;FILIALES;États-Unis;US;CIC New York (succursale CIC);Multisecteur
2014-12-31;CM;FILIALES;France;FR;Acman;Banque de détail
2014-12-31;CM;FILIALES;Hong-Kong;HK;JKC Capital Managment Ltd;Gestion d'Actif et Banque Privée
2014-12-31;CM;FILIALES;Hongrie;HU;Cofidis Hongrie (succursale de Cofidis France);Banque de détail
2014-12-31;CM;FILIALES;Îles Caïmans;KY;Calypso Management Company;Banque de Financement et d'Investissement
2014-12-31;CM;FILIALES;Italie;IT;Banca Popolare di Milano;Banque de détail
2014-12-31;CM;FILIALES;Liechtenstein;LI;Banque Pasche Liechtenstein AG;Gestion d'Actif et Banque Privée
2014-12-31;CM;FILIALES;Luxembourg;LU;ACM RE;Société d'Assurance
2014-12-31;CM;FILIALES;Maroc;MA;Banque Marocaine du Commerce Extérieur (BECM);Banque de détail
2014-12-31;CM;FILIALES;Monaco;MC;Banque Européenne du Crédit Mutuel Monaco;Banque de détail
2014-12-31;CM;FILIALES;Pays-Bas;NL;Forum Holdings B.V.;Gestion d'Actif et Banque Privée
2014-12-31;CM;FILIALES;Portugal;PT;Cofidis Portugal (succursale de Cofidis France);Banque de détail
2014-12-31;CM;FILIALES;République Tchèque;CZ;Cofidis République Tchèque ;Banque de détail
2014-12-31;CM;FILIALES;Royaume-Uni;GB;Banque Transatlantique Londes (succursale de BT);Gestion d'Actif et Banque Privée
2014-12-31;CM;FILIALES;Saint Martin (Antilles Néerlandaises);SX;BECM Saint Martin (succursale BECM);Banque de détail
2014-12-31;CM;FILIALES;Singapour;SG;Banque transatlantique Singapore;Gestion d'Actif et Banque Privée
2014-12-31;CM;FILIALES;Slovaquie;SK;Cofidis Slovaquie;Banque de détail
2014-12-31;CM;FILIALES;Suisse;CH;Agefor SA Genève;Gestion d'Actif et Banque Privée
2014-12-31;CM;FILIALES;Tunisie;TN;Astree;Société d'Assurance
2015-12-31;BNP;Produit Net Bancaire;Allemagne;DE;13560000000
2015-12-31;BNP;Resultat avant impot;Allemagne;DE;4230000000
2015-12-31;BNP;impot courant;Allemagne;DE;-700000000
2015-12-31;BNP;impot différé;Allemagne;DE;-390000000
2015-12-31;BNP;impot sur bénéfice;Allemagne;DE;-1090000000
2015-12-31;BNP;Effectif;Allemagne;DE;4496
2015-12-31;BNP;resultats/effectifs;Allemagne;DE;940836.30
2015-12-31;BNP;resultats/pnb;Allemagne;DE;0.31
2015-12-31;BNP;Produit Net Bancaire;Autriche;AT;400000000
2015-12-31;BNP;Resultat avant impot;Autriche;AT;-30000000
2015-12-31;BNP;impot courant;Autriche;AT;-20000000
2015-12-31;BNP;impot différé;Autriche;AT;20000000
2015-12-31;BNP;Effectif;Autriche;AT;181
2015-12-31;BNP;resultats/effectifs;Autriche;AT;-165745.86
2015-12-31;BNP;resultats/pnb;Autriche;AT;-0.07
2015-12-31;BNP;Produit Net Bancaire;Belgique;BE;47420000000
2015-12-31;BNP;Resultat avant impot;Belgique;BE;17100000000
2015-12-31;BNP;impot courant;Belgique;BE;-860000000
2015-12-31;BNP;impot différé;Belgique;BE;-4730000000
2015-12-31;BNP;impot sur bénéfice;Belgique;BE;-5590000000
2015-12-31;BNP;Effectif;Belgique;BE;16283
2015-12-31;BNP;resultats/effectifs;Belgique;BE;1050175.03
2015-12-31;BNP;resultats/pnb;Belgique;BE;0.36
2015-12-31;BNP;Produit Net Bancaire;Bulgarie;BG;520000000
2015-12-31;BNP;Resultat avant impot;Bulgarie;BG;150000000
2015-12-31;BNP;impot courant;Bulgarie;BG;-20000000
2015-12-31;BNP;impot sur bénéfice;Bulgarie;BG;-20000000
2015-12-31;BNP;Effectif;Bulgarie;BG;1080
2015-12-31;BNP;resultats/effectifs;Bulgarie;BG;138888.89
2015-12-31;BNP;resultats/pnb;Bulgarie;BG;0.29
2015-12-31;BNP;Produit Net Bancaire;Danemark;DK;590000000
2015-12-31;BNP;Resultat avant impot;Danemark;DK;150000000
2015-12-31;BNP;impot courant;Danemark;DK;-50000000
2015-12-31;BNP;impot sur bénéfice;Danemark;DK;-50000000
2015-12-31;BNP;Effectif;Danemark;DK;151
2015-12-31;BNP;resultats/effectifs;Danemark;DK;993377.48
2015-12-31;BNP;resultats/pnb;Danemark;DK;0.25
2015-12-31;BNP;Produit Net Bancaire;Espagne;ES;8180000000
2015-12-31;BNP;Resultat avant impot;Espagne;ES;4610000000
2015-12-31;BNP;impot courant;Espagne;ES;-730000000
2015-12-31;BNP;impot différé;Espagne;ES;-590000000
2015-12-31;BNP;impot sur bénéfice;Espagne;ES;-1320000000
2015-12-31;BNP;Effectif;Espagne;ES;2479
2015-12-31;BNP;resultats/effectifs;Espagne;ES;1859620.81
2015-12-31;BNP;resultats/pnb;Espagne;ES;0.56
2015-12-31;BNP;Produit Net Bancaire;Finlande;FI;50000000
2015-12-31;BNP;Resultat avant impot;Finlande;FI;-30000000
2015-12-31;BNP;Effectif;Finlande;FI;30
2015-12-31;BNP;resultats/effectifs;Finlande;FI;-1000000.00
2015-12-31;BNP;resultats/pnb;Finlande;FI;-0.60
2015-12-31;BNP;Produit Net Bancaire;France;FR;143050000000
2015-12-31;BNP;Resultat avant impot;France;FR;19450000000
2015-12-31;BNP;impot courant;France;FR;-7660000000
2015-12-31;BNP;impot différé;France;FR;-4120000000
2015-12-31;BNP;impot sur bénéfice;France;FR;-11780000000
2015-12-31;BNP;Effectif;France;FR;56981
2015-12-31;BNP;resultats/effectifs;France;FR;341341.85
2015-12-31;BNP;resultats/pnb;France;FR;0.14
2015-12-31;BNP;Produit Net Bancaire;Grèce;GR;30000000
2015-12-31;BNP;Effectif;Grèce;GR;24
2015-12-31;BNP;Produit Net Bancaire;Hongrie;HU;980000000
2015-12-31;BNP;Resultat avant impot;Hongrie;HU;350000000
2015-12-31;BNP;impot courant;Hongrie;HU;-80000000
2015-12-31;BNP;impot différé;Hongrie;HU;-10000000
2015-12-31;BNP;impot sur bénéfice;Hongrie;HU;-90000000
2015-12-31;BNP;Effectif;Hongrie;HU;507
2015-12-31;BNP;resultats/effectifs;Hongrie;HU;690335.31
2015-12-31;BNP;resultats/pnb;Hongrie;HU;0.36
2015-12-31;BNP;Produit Net Bancaire;Irlande;IE;2900000000
2015-12-31;BNP;Resultat avant impot;Irlande;IE;1640000000
2015-12-31;BNP;impot courant;Irlande;IE;-130000000
2015-12-31;BNP;impot différé;Irlande;IE;-20000000
2015-12-31;BNP;impot sur bénéfice;Irlande;IE;-150000000
2015-12-31;BNP;Effectif;Irlande;IE;470
2015-12-31;BNP;resultats/effectifs;Irlande;IE;3489361.70
2015-12-31;BNP;resultats/pnb;Irlande;IE;0.57
2015-12-31;BNP;Produit Net Bancaire;Italie;IT;49500000000
2015-12-31;BNP;Resultat avant impot;Italie;IT;7190000000
2015-12-31;BNP;impot courant;Italie;IT;-3260000000
2015-12-31;BNP;impot différé;Italie;IT;890000000
2015-12-31;BNP;impot sur bénéfice;Italie;IT;-2370000000
2015-12-31;BNP;Effectif;Italie;IT;17973
2015-12-31;BNP;resultats/effectifs;Italie;IT;400044.51
2015-12-31;BNP;resultats/pnb;Italie;IT;0.15
2015-12-31;BNP;Produit Net Bancaire;Luxembourg;LU;12080000000
2015-12-31;BNP;Resultat avant impot;Luxembourg;LU;6650000000
2015-12-31;BNP;impot courant;Luxembourg;LU;-1180000000
2015-12-31;BNP;impot différé;Luxembourg;LU;70000000
2015-12-31;BNP;impot sur bénéfice;Luxembourg;LU;-1110000000
2015-12-31;BNP;Effectif;Luxembourg;LU;3609
2015-12-31;BNP;resultats/effectifs;Luxembourg;LU;1842615.68
2015-12-31;BNP;resultats/pnb;Luxembourg;LU;0.55
2015-12-31;BNP;Produit Net Bancaire;Pays-Bas;NL;3710000000
2015-12-31;BNP;Resultat avant impot;Pays-Bas;NL;1510000000
2015-12-31;BNP;impot courant;Pays-Bas;NL;-500000000
2015-12-31;BNP;impot différé;Pays-Bas;NL;-130000000
2015-12-31;BNP;impot sur bénéfice;Pays-Bas;NL;-630000000
2015-12-31;BNP;Effectif;Pays-Bas;NL;988
2015-12-31;BNP;resultats/effectifs;Pays-Bas;NL;1528340.08
2015-12-31;BNP;resultats/pnb;Pays-Bas;NL;0.41
2015-12-31;BNP;Produit Net Bancaire;Pologne;PL;6420000000
2015-12-31;BNP;Resultat avant impot;Pologne;PL;150000000
2015-12-31;BNP;impot courant;Pologne;PL;-150000000
2015-12-31;BNP;impot différé;Pologne;PL;80000000
2015-12-31;BNP;impot sur bénéfice;Pologne;PL;-70000000
2015-12-31;BNP;Effectif;Pologne;PL;8725
2015-12-31;BNP;resultats/effectifs;Pologne;PL;17191.98
2015-12-31;BNP;resultats/pnb;Pologne;PL;0.02
2015-12-31;BNP;Produit Net Bancaire;Portugal;PT;1580000000
2015-12-31;BNP;Resultat avant impot;Portugal;PT;760000000
2015-12-31;BNP;impot courant;Portugal;PT;-220000000
2015-12-31;BNP;impot différé;Portugal;PT;30000000
2015-12-31;BNP;impot sur bénéfice;Portugal;PT;-190000000
2015-12-31;BNP;Effectif;Portugal;PT;1749
2015-12-31;BNP;resultats/effectifs;Portugal;PT;434534.02
2015-12-31;BNP;resultats/pnb;Portugal;PT;0.48
2015-12-31;BNP;Produit Net Bancaire;République Tchèque;CZ;1280000000
2015-12-31;BNP;Resultat avant impot;République Tchèque;CZ;700000000
2015-12-31;BNP;impot courant;République Tchèque;CZ;-130000000
2015-12-31;BNP;impot sur bénéfice;République Tchèque;CZ;-130000000
2015-12-31;BNP;Effectif;République Tchèque;CZ;629
2015-12-31;BNP;resultats/effectifs;République Tchèque;CZ;1112877.58
2015-12-31;BNP;resultats/pnb;République Tchèque;CZ;0.55
2015-12-31;BNP;Produit Net Bancaire;Roumanie;RO;510000000
2015-12-31;BNP;Resultat avant impot;Roumanie;RO;130000000
2015-12-31;BNP;impot courant;Roumanie;RO;-30000000
2015-12-31;BNP;impot sur bénéfice;Roumanie;RO;-30000000
2015-12-31;BNP;Effectif;Roumanie;RO;703
2015-12-31;BNP;resultats/effectifs;Roumanie;RO;184921.76
2015-12-31;BNP;resultats/pnb;Roumanie;RO;0.25
2015-12-31;BNP;Produit Net Bancaire;Royaume-Uni;GB;25010000000
2015-12-31;BNP;Resultat avant impot;Royaume-Uni;GB;2480000000
2015-12-31;BNP;impot courant;Royaume-Uni;GB;-950000000
2015-12-31;BNP;impot différé;Royaume-Uni;GB;330000000
2015-12-31;BNP;impot sur bénéfice;Royaume-Uni;GB;-620000000
2015-12-31;BNP;Effectif;Royaume-Uni;GB;6624
2015-12-31;BNP;resultats/effectifs;Royaume-Uni;GB;374396.14
2015-12-31;BNP;resultats/pnb;Royaume-Uni;GB;0.10
2015-12-31;BNP;Produit Net Bancaire;Slovaquie;SK;280000000
2015-12-31;BNP;Resultat avant impot;Slovaquie;SK;90000000
2015-12-31;BNP;impot courant;Slovaquie;SK;-40000000
2015-12-31;BNP;impot différé;Slovaquie;SK;20000000
2015-12-31;BNP;impot sur bénéfice;Slovaquie;SK;-20000000
2015-12-31;BNP;Effectif;Slovaquie;SK;170
2015-12-31;BNP;resultats/effectifs;Slovaquie;SK;529411.76
2015-12-31;BNP;resultats/pnb;Slovaquie;SK;0.32
2015-12-31;BNP;Produit Net Bancaire;Suède;SE;170000000
2015-12-31;BNP;Resultat avant impot;Suède;SE;-30000000
2015-12-31;BNP;impot différé;Suède;SE;-10000000
2015-12-31;BNP;impot sur bénéfice;Suède;SE;-10000000
2015-12-31;BNP;Effectif;Suède;SE;153
2015-12-31;BNP;resultats/effectifs;Suède;SE;-196078.43
2015-12-31;BNP;resultats/pnb;Suède;SE;-0.18
2015-12-31;BNP;Produit Net Bancaire;Guernesey;GG;70000000
2015-12-31;BNP;Effectif;Guernesey;GG;15
2015-12-31;BNP;Produit Net Bancaire;Jersey;JE;490000000
2015-12-31;BNP;Resultat avant impot;Jersey;JE;220000000
2015-12-31;BNP;Effectif;Jersey;JE;221
2015-12-31;BNP;resultats/effectifs;Jersey;JE;995475.11
2015-12-31;BNP;resultats/pnb;Jersey;JE;0.45
2015-12-31;BNP;Produit Net Bancaire;Monaco;MC;630000000
2015-12-31;BNP;Resultat avant impot;Monaco;MC;230000000
2015-12-31;BNP;impot différé;Monaco;MC;10000000
2015-12-31;BNP;impot sur bénéfice;Monaco;MC;10000000
2015-12-31;BNP;Effectif;Monaco;MC;201
2015-12-31;BNP;resultats/effectifs;Monaco;MC;1144278.61
2015-12-31;BNP;resultats/pnb;Monaco;MC;0.37
2015-12-31;BNP;Produit Net Bancaire;Norvège;NO;270000000
2015-12-31;BNP;Resultat avant impot;Norvège;NO;-10000000
2015-12-31;BNP;impot courant;Norvège;NO;-20000000
2015-12-31;BNP;impot différé;Norvège;NO;10000000
2015-12-31;BNP;impot sur bénéfice;Norvège;NO;-10000000
2015-12-31;BNP;Effectif;Norvège;NO;87
2015-12-31;BNP;resultats/effectifs;Norvège;NO;-114942.53
2015-12-31;BNP;resultats/pnb;Norvège;NO;-0.04
2015-12-31;BNP;Produit Net Bancaire;Russie;RU;830000000
2015-12-31;BNP;Resultat avant impot;Russie;RU;380000000
2015-12-31;BNP;impot courant;Russie;RU;-70000000
2015-12-31;BNP;impot différé;Russie;RU;-30000000
2015-12-31;BNP;impot sur bénéfice;Russie;RU;-100000000
2015-12-31;BNP;Effectif;Russie;RU;351
2015-12-31;BNP;resultats/effectifs;Russie;RU;1082621.08
2015-12-31;BNP;resultats/pnb;Russie;RU;0.46
2015-12-31;BNP;Produit Net Bancaire;Serbie;RS;480000000
2015-12-31;BNP;Resultat avant impot;Serbie;RS;190000000
2015-12-31;BNP;impot courant;Serbie;RS;-20000000
2015-12-31;BNP;impot sur bénéfice;Serbie;RS;-20000000
2015-12-31;BNP;Effectif;Serbie;RS;845
2015-12-31;BNP;resultats/effectifs;Serbie;RS;224852.07
2015-12-31;BNP;resultats/pnb;Serbie;RS;0.40
2015-12-31;BNP;Produit Net Bancaire;Suisse;CH;5230000000
2015-12-31;BNP;Resultat avant impot;Suisse;CH;420000000
2015-12-31;BNP;impot courant;Suisse;CH;-470000000
2015-12-31;BNP;impot différé;Suisse;CH;540000000
2015-12-31;BNP;impot sur bénéfice;Suisse;CH;70000000
2015-12-31;BNP;Effectif;Suisse;CH;1385
2015-12-31;BNP;resultats/effectifs;Suisse;CH;303249.10
2015-12-31;BNP;resultats/pnb;Suisse;CH;0.08
2015-12-31;BNP;Produit Net Bancaire;Ukraine;UA;1310000000
2015-12-31;BNP;Resultat avant impot;Ukraine;UA;-180000000
2015-12-31;BNP;Effectif;Ukraine;UA;5433
2015-12-31;BNP;resultats/effectifs;Ukraine;UA;-33130.87
2015-12-31;BNP;resultats/pnb;Ukraine;UA;-0.14
2015-12-31;BNP;Produit Net Bancaire;Afrique du Sud;ZA;1280000000
2015-12-31;BNP;Resultat avant impot;Afrique du Sud;ZA;300000000
2015-12-31;BNP;impot courant;Afrique du Sud;ZA;-180000000
2015-12-31;BNP;impot différé;Afrique du Sud;ZA;90000000
2015-12-31;BNP;impot sur bénéfice;Afrique du Sud;ZA;-90000000
2015-12-31;BNP;Effectif;Afrique du Sud;ZA;1180
2015-12-31;BNP;resultats/effectifs;Afrique du Sud;ZA;254237.29
2015-12-31;BNP;resultats/pnb;Afrique du Sud;ZA;0.23
2015-12-31;BNP;Produit Net Bancaire;Algérie;DZ;1230000000
2015-12-31;BNP;Resultat avant impot;Algérie;DZ;520000000
2015-12-31;BNP;impot courant;Algérie;DZ;-120000000
2015-12-31;BNP;impot différé;Algérie;DZ;-10000000
2015-12-31;BNP;impot sur bénéfice;Algérie;DZ;-130000000
2015-12-31;BNP;Effectif;Algérie;DZ;1382
2015-12-31;BNP;resultats/effectifs;Algérie;DZ;376266.28
2015-12-31;BNP;resultats/pnb;Algérie;DZ;0.42
2015-12-31;BNP;Produit Net Bancaire;Arabie Saoudite;SA;150000000
2015-12-31;BNP;Resultat avant impot;Arabie Saoudite;SA;-80000000
2015-12-31;BNP;impot courant;Arabie Saoudite;SA;10000000
2015-12-31;BNP;impot sur bénéfice;Arabie Saoudite;SA;10000000
2015-12-31;BNP;Effectif;Arabie Saoudite;SA;37
2015-12-31;BNP;resultats/effectifs;Arabie Saoudite;SA;-2162162.16
2015-12-31;BNP;resultats/pnb;Arabie Saoudite;SA;-0.53
2015-12-31;BNP;Produit Net Bancaire;Bahreïn;BH;750000000
2015-12-31;BNP;Resultat avant impot;Bahreïn;BH;480000000
2015-12-31;BNP;Effectif;Bahreïn;BH;351
2015-12-31;BNP;resultats/effectifs;Bahreïn;BH;1367521.37
2015-12-31;BNP;resultats/pnb;Bahreïn;BH;0.64
2015-12-31;BNP;Produit Net Bancaire;Burkina Faso;BF;210000000
2015-12-31;BNP;Resultat avant impot;Burkina Faso;BF;50000000
2015-12-31;BNP;impot courant;Burkina Faso;BF;-10000000
2015-12-31;BNP;impot sur bénéfice;Burkina Faso;BF;-10000000
2015-12-31;BNP;Effectif;Burkina Faso;BF;280
2015-12-31;BNP;resultats/effectifs;Burkina Faso;BF;178571.43
2015-12-31;BNP;resultats/pnb;Burkina Faso;BF;0.24
2015-12-31;BNP;Produit Net Bancaire;Côte d'Ivoire;CI;600000000
2015-12-31;BNP;Resultat avant impot;Côte d'Ivoire;CI;170000000
2015-12-31;BNP;impot courant;Côte d'Ivoire;CI;-30000000
2015-12-31;BNP;impot sur bénéfice;Côte d'Ivoire;CI;-30000000
2015-12-31;BNP;Effectif;Côte d'Ivoire;CI;569
2015-12-31;BNP;resultats/effectifs;Côte d'Ivoire;CI;298769.77
2015-12-31;BNP;resultats/pnb;Côte d'Ivoire;CI;0.28
2015-12-31;BNP;Produit Net Bancaire;Émirats Arabes Unis;AE;350000000
2015-12-31;BNP;Resultat avant impot;Émirats Arabes Unis;AE;90000000
2015-12-31;BNP;impot courant;Émirats Arabes Unis;AE;40000000
2015-12-31;BNP;impot différé;Émirats Arabes Unis;AE;-10000000
2015-12-31;BNP;impot sur bénéfice;Émirats Arabes Unis;AE;30000000
2015-12-31;BNP;Effectif;Émirats Arabes Unis;AE;83
2015-12-31;BNP;resultats/effectifs;Émirats Arabes Unis;AE;1084337.35
2015-12-31;BNP;resultats/pnb;Émirats Arabes Unis;AE;0.26
2015-12-31;BNP;Produit Net Bancaire;Koweït;KW;80000000
2015-12-31;BNP;Resultat avant impot;Koweït;KW;70000000
2015-12-31;BNP;impot courant;Koweït;KW;-10000000
2015-12-31;BNP;impot sur bénéfice;Koweït;KW;-10000000
2015-12-31;BNP;Effectif;Koweït;KW;23
2015-12-31;BNP;resultats/effectifs;Koweït;KW;3043478.26
2015-12-31;BNP;resultats/pnb;Koweït;KW;0.88
2015-12-31;BNP;Produit Net Bancaire;Mali;ML;140000000
2015-12-31;BNP;Resultat avant impot;Mali;ML;40000000
2015-12-31;BNP;impot courant;Mali;ML;-10000000
2015-12-31;BNP;impot sur bénéfice;Mali;ML;-10000000
2015-12-31;BNP;Effectif;Mali;ML;102
2015-12-31;BNP;resultats/effectifs;Mali;ML;392156.86
2015-12-31;BNP;resultats/pnb;Mali;ML;0.29
2015-12-31;BNP;Produit Net Bancaire;Maroc;MA;3020000000
2015-12-31;BNP;Resultat avant impot;Maroc;MA;580000000
2015-12-31;BNP;impot courant;Maroc;MA;-230000000
2015-12-31;BNP;impot différé;Maroc;MA;-20000000
2015-12-31;BNP;impot sur bénéfice;Maroc;MA;-250000000
2015-12-31;BNP;Effectif;Maroc;MA;3158
2015-12-31;BNP;resultats/effectifs;Maroc;MA;183660.54
2015-12-31;BNP;resultats/pnb;Maroc;MA;0.19
2015-12-31;BNP;Produit Net Bancaire;Qatar;QA;170000000
2015-12-31;BNP;Resultat avant impot;Qatar;QA;100000000
2015-12-31;BNP;impot courant;Qatar;QA;-10000000
2015-12-31;BNP;impot sur bénéfice;Qatar;QA;-10000000
2015-12-31;BNP;Effectif;Qatar;QA;28
2015-12-31;BNP;resultats/effectifs;Qatar;QA;3571428.57
2015-12-31;BNP;resultats/pnb;Qatar;QA;0.59
2015-12-31;BNP;Produit Net Bancaire;Sénégal;SN;500000000
2015-12-31;BNP;Resultat avant impot;Sénégal;SN;150000000
2015-12-31;BNP;impot courant;Sénégal;SN;-40000000
2015-12-31;BNP;impot sur bénéfice;Sénégal;SN;-40000000
2015-12-31;BNP;Effectif;Sénégal;SN;443
2015-12-31;BNP;resultats/effectifs;Sénégal;SN;338600.45
2015-12-31;BNP;resultats/pnb;Sénégal;SN;0.30
2015-12-31;BNP;Produit Net Bancaire;Tunisie;TN;740000000
2015-12-31;BNP;Resultat avant impot;Tunisie;TN;140000000
2015-12-31;BNP;impot courant;Tunisie;TN;-90000000
2015-12-31;BNP;impot différé;Tunisie;TN;30000000
2015-12-31;BNP;impot sur bénéfice;Tunisie;TN;-60000000
2015-12-31;BNP;Effectif;Tunisie;TN;1230
2015-12-31;BNP;resultats/effectifs;Tunisie;TN;113821.14
2015-12-31;BNP;resultats/pnb;Tunisie;TN;0.19
2015-12-31;BNP;Produit Net Bancaire;Turquie;TR;12420000000
2015-12-31;BNP;Resultat avant impot;Turquie;TR;3560000000
2015-12-31;BNP;impot courant;Turquie;TR;-810000000
2015-12-31;BNP;impot différé;Turquie;TR;20000000
2015-12-31;BNP;impot sur bénéfice;Turquie;TR;-790000000
2015-12-31;BNP;Effectif;Turquie;TR;10645
2015-12-31;BNP;resultats/effectifs;Turquie;TR;334429.31
2015-12-31;BNP;resultats/pnb;Turquie;TR;0.29
2015-12-31;BNP;Produit Net Bancaire;Argentine;AR;1120000000
2015-12-31;BNP;Resultat avant impot;Argentine;AR;680000000
2015-12-31;BNP;impot courant;Argentine;AR;-210000000
2015-12-31;BNP;impot différé;Argentine;AR;-40000000
2015-12-31;BNP;impot sur bénéfice;Argentine;AR;-250000000
2015-12-31;BNP;Effectif;Argentine;AR;242
2015-12-31;BNP;resultats/effectifs;Argentine;AR;2809917.36
2015-12-31;BNP;resultats/pnb;Argentine;AR;0.61
2015-12-31;BNP;Produit Net Bancaire;Brésil;BR;6820000000
2015-12-31;BNP;Resultat avant impot;Brésil;BR;2250000000
2015-12-31;BNP;impot courant;Brésil;BR;-1020000000
2015-12-31;BNP;impot différé;Brésil;BR;380000000
2015-12-31;BNP;impot sur bénéfice;Brésil;BR;-640000000
2015-12-31;BNP;Effectif;Brésil;BR;1394
2015-12-31;BNP;resultats/effectifs;Brésil;BR;1614060.26
2015-12-31;BNP;resultats/pnb;Brésil;BR;0.33
2015-12-31;BNP;Produit Net Bancaire;Îles Caïmans;KY;390000000
2015-12-31;BNP;Resultat avant impot;Îles Caïmans;KY;1340000000
2015-12-31;BNP;resultats/pnb;Îles Caïmans;KY;3.44
2015-12-31;BNP;Produit Net Bancaire;Canada;CA;530000000
2015-12-31;BNP;Resultat avant impot;Canada;CA;190000000
2015-12-31;BNP;impot courant;Canada;CA;-100000000
2015-12-31;BNP;impot différé;Canada;CA;30000000
2015-12-31;BNP;impot sur bénéfice;Canada;CA;-70000000
2015-12-31;BNP;Effectif;Canada;CA;336
2015-12-31;BNP;resultats/effectifs;Canada;CA;565476.19
2015-12-31;BNP;resultats/pnb;Canada;CA;0.36
2015-12-31;BNP;Produit Net Bancaire;Chili;CL;580000000
2015-12-31;BNP;Resultat avant impot;Chili;CL;290000000
2015-12-31;BNP;impot courant;Chili;CL;-10000000
2015-12-31;BNP;impot différé;Chili;CL;-60000000
2015-12-31;BNP;impot sur bénéfice;Chili;CL;-70000000
2015-12-31;BNP;Effectif;Chili;CL;350
2015-12-31;BNP;resultats/effectifs;Chili;CL;828571.43
2015-12-31;BNP;resultats/pnb;Chili;CL;0.50
2015-12-31;BNP;Produit Net Bancaire;Colombie;CO;210000000
2015-12-31;BNP;Resultat avant impot;Colombie;CO;-10000000
2015-12-31;BNP;impot courant;Colombie;CO;-20000000
