date;banque;indicateur;reecriture;valeur
2014-12-31;CA;Total filiales;Guernesey;2
2014-12-31;CA;Produit Net Bancaire;Hong-Kong;1890000000
2014-12-31;CA;Resultat avant impot;Hong-Kong;380000000
2014-12-31;CA;impot courant;Hong-Kong;-60000000
2014-12-31;CA;impot sur bénéfice;Hong-Kong;-60000000
2014-12-31;CA;Effectif;Hong-Kong;595
2014-12-31;CA;NB filiales CBCR;Hong-Kong;6
2014-12-31;CA;NB filiales périmètre en +;Hong-Kong;3
2014-12-31;CA;Total filiales;Hong-Kong;9
2014-12-31;CA;resultats/effectifs;Hong-Kong;638655
2014-12-31;CA;resultats/pnb;Hong-Kong;0.201058
2014-12-31;CA;Produit Net Bancaire;Iles Caïmans;350000000
2014-12-31;CA;Resultat avant impot;Iles Caïmans;350000000
2014-12-31;CA;NB filiales CBCR;Iles Caïmans;1
2014-12-31;CA;NB filiales périmètre en +;Iles Caïmans;1
2014-12-31;CA;Total filiales;Iles Caïmans;2
2014-12-31;CA;resultats/pnb;Iles Caïmans;1
2014-12-31;CA;Produit Net Bancaire;Inde;460000000
2014-12-31;CA;Resultat avant impot;Inde;310000000
2014-12-31;CA;impot courant;Inde;-110000000
2014-12-31;CA;impot sur bénéfice;Inde;-110000000
2014-12-31;CA;Effectif;Inde;127
2014-12-31;CA;NB filiales CBCR;Inde;2
2014-12-31;CA;NB filiales périmètre en +;Inde;2
2014-12-31;CA;Total filiales;Inde;4
2014-12-31;CA;resultats/effectifs;Inde;2.44094e+06
2014-12-31;CA;resultats/pnb;Inde;0.673913
2014-12-31;CA;Produit Net Bancaire;Irlande;1320000000
2014-12-31;CA;Resultat avant impot;Irlande;960000000
2014-12-31;CA;impot courant;Irlande;-50000000
2014-12-31;CA;impot différé;Irlande;10000000
2014-12-31;CA;impot sur bénéfice;Irlande;-40000000
2014-12-31;CA;Effectif;Irlande;161
2014-12-31;CA;NB filiales CBCR;Irlande;28
2014-12-31;CA;NB filiales périmètre en +;Irlande;2
2014-12-31;CA;Total filiales;Irlande;30
2014-12-31;CA;resultats/effectifs;Irlande;5.96273e+06
2014-12-31;CA;resultats/pnb;Irlande;0.727273
2014-12-31;CA;Produit Net Bancaire;Italie;28740000000
2014-12-31;CA;Resultat avant impot;Italie;3230000000
2014-12-31;CA;impot courant;Italie;900000000
2014-12-31;CA;impot différé;Italie;-1990000000
2014-12-31;CA;impot sur bénéfice;Italie;-1090000000
2014-12-31;CA;Effectif;Italie;10463
2014-12-31;CA;NB filiales CBCR;Italie;19
2014-12-31;CA;NB filiales périmètre en +;Italie;4
2014-12-31;CA;Total filiales;Italie;23
2014-12-31;CA;resultats/effectifs;Italie;308707
2014-12-31;CA;resultats/pnb;Italie;0.112387
2014-12-31;CA;Produit Net Bancaire;Japon;1680000000
2014-12-31;CA;Resultat avant impot;Japon;580000000
2014-12-31;CA;impot courant;Japon;-50000000
2014-12-31;CA;impot différé;Japon;-1020000000
2014-12-31;CA;impot sur bénéfice;Japon;-1070000000
2014-12-31;CA;Effectif;Japon;447
2014-12-31;CA;NB filiales CBCR;Japon;6
2014-12-31;CA;NB filiales périmètre en +;Japon;2
2014-12-31;CA;Total filiales;Japon;8
2014-12-31;CA;resultats/effectifs;Japon;1.29754e+06
2014-12-31;CA;resultats/pnb;Japon;0.345238
2014-12-31;CA;Produit Net Bancaire;Luxembourg;5690000000
2014-12-31;CA;Resultat avant impot;Luxembourg;3110000000
2014-12-31;CA;impot courant;Luxembourg;-530000000
2014-12-31;CA;impot sur bénéfice;Luxembourg;-530000000
2014-12-31;CA;Effectif;Luxembourg;1315
2014-12-31;CA;NB filiales CBCR;Luxembourg;37
2014-12-31;CA;Total filiales;Luxembourg;37
2014-12-31;CA;resultats/effectifs;Luxembourg;2.36502e+06
2014-12-31;CA;resultats/pnb;Luxembourg;0.546573
2014-12-31;CA;NB filiales périmètre en +;Madagascar;1
2014-12-31;CA;Total filiales;Madagascar;1
2014-12-31;CA;Produit Net Bancaire;Malaisie;50000000
2014-12-31;CA;Resultat avant impot;Malaisie;30000000
2014-12-31;CA;impot courant;Malaisie;-10000000
2014-12-31;CA;impot sur bénéfice;Malaisie;-10000000
2014-12-31;CA;Effectif;Malaisie;20
2014-12-31;CA;NB filiales CBCR;Malaisie;1
2014-12-31;CA;Total filiales;Malaisie;1
2014-12-31;CA;resultats/effectifs;Malaisie;1500000
2014-12-31;CA;resultats/pnb;Malaisie;0.6
2014-12-31;CA;Produit Net Bancaire;Maroc;1850000000
2014-12-31;CA;Resultat avant impot;Maroc;340000000
2014-12-31;CA;impot courant;Maroc;-110000000
2014-12-31;CA;impot différé;Maroc;-10000000
2014-12-31;CA;impot sur bénéfice;Maroc;-120000000
2014-12-31;CA;Effectif;Maroc;2522
2014-12-31;CA;NB filiales CBCR;Maroc;2
2014-12-31;CA;NB filiales périmètre en +;Maroc;2
2014-12-31;CA;Total filiales;Maroc;4
2014-12-31;CA;resultats/effectifs;Maroc;134814
2014-12-31;CA;resultats/pnb;Maroc;0.183784
2014-12-31;CA;Produit Net Bancaire;Maurice;30000000
2014-12-31;CA;Effectif;Maurice;181
2014-12-31;CA;NB filiales CBCR;Maurice;1
2014-12-31;CA;Total filiales;Maurice;1
2014-12-31;CA;Produit Net Bancaire;Monaco;1280000000
2014-12-31;CA;Resultat avant impot;Monaco;480000000
2014-12-31;CA;impot courant;Monaco;-20000000
2014-12-31;CA;impot sur bénéfice;Monaco;-20000000
2014-12-31;CA;Effectif;Monaco;421
2014-12-31;CA;NB filiales CBCR;Monaco;2
2014-12-31;CA;Total filiales;Monaco;2
2014-12-31;CA;resultats/effectifs;Monaco;1.14014e+06
2014-12-31;CA;resultats/pnb;Monaco;0.375
2014-12-31;CA;NB filiales périmètre en +;Norvège;2
2014-12-31;CA;Total filiales;Norvège;2
2014-12-31;CA;Produit Net Bancaire;Pays-Bas;1190000000
2014-12-31;CA;Resultat avant impot;Pays-Bas;330000000
2014-12-31;CA;impot courant;Pays-Bas;-50000000
2014-12-31;CA;impot différé;Pays-Bas;-30000000
2014-12-31;CA;impot sur bénéfice;Pays-Bas;-80000000
2014-12-31;CA;Effectif;Pays-Bas;339
2014-12-31;CA;NB filiales CBCR;Pays-Bas;32
2014-12-31;CA;NB filiales périmètre en +;Pays-Bas;2
2014-12-31;CA;Total filiales;Pays-Bas;34
2014-12-31;CA;resultats/effectifs;Pays-Bas;973451
2014-12-31;CA;resultats/pnb;Pays-Bas;0.277311
2014-12-31;CA;Produit Net Bancaire;Pologne;4060000000
2014-12-31;CA;Resultat avant impot;Pologne;860000000
2014-12-31;CA;impot courant;Pologne;-380000000
2014-12-31;CA;impot différé;Pologne;120000000
2014-12-31;CA;impot sur bénéfice;Pologne;-260000000
2014-12-31;CA;Effectif;Pologne;5623
2014-12-31;CA;NB filiales CBCR;Pologne;11
2014-12-31;CA;NB filiales périmètre en +;Pologne;2
2014-12-31;CA;Total filiales;Pologne;13
2014-12-31;CA;resultats/effectifs;Pologne;152943
2014-12-31;CA;resultats/pnb;Pologne;0.211823
2014-12-31;CA;Produit Net Bancaire;Portugal;1090000000
2014-12-31;CA;Resultat avant impot;Portugal;560000000
2014-12-31;CA;impot courant;Portugal;-160000000
2014-12-31;CA;impot différé;Portugal;-10000000
2014-12-31;CA;impot sur bénéfice;Portugal;-170000000
2014-12-31;CA;Effectif;Portugal;424
2014-12-31;CA;NB filiales CBCR;Portugal;3
2014-12-31;CA;NB filiales périmètre en +;Portugal;4
2014-12-31;CA;Total filiales;Portugal;7
2014-12-31;CA;resultats/effectifs;Portugal;1.32075e+06
2014-12-31;CA;resultats/pnb;Portugal;0.513761
2014-12-31;CA;Produit Net Bancaire;République Tchèque;160000000
2014-12-31;CA;Resultat avant impot;République Tchèque;-20000000
2014-12-31;CA;impot courant;République Tchèque;-20000000
2014-12-31;CA;impot sur bénéfice;République Tchèque;-20000000
2014-12-31;CA;Effectif;République Tchèque;96
2014-12-31;CA;NB filiales CBCR;République Tchèque;2
2014-12-31;CA;Total filiales;République Tchèque;2
2014-12-31;CA;resultats/effectifs;République Tchèque;-208333
2014-12-31;CA;resultats/pnb;République Tchèque;-0.125
2014-12-31;CA;Produit Net Bancaire;Roumanie;100000000
2014-12-31;CA;Resultat avant impot;Roumanie;-90000000
2014-12-31;CA;Effectif;Roumanie;274
2014-12-31;CA;NB filiales CBCR;Roumanie;1
2014-12-31;CA;Total filiales;Roumanie;1
2014-12-31;CA;resultats/effectifs;Roumanie;-328467
2014-12-31;CA;resultats/pnb;Roumanie;-0.9
2014-12-31;CA;Produit Net Bancaire;Royaume-Uni;6510000000
2014-12-31;CA;Resultat avant impot;Royaume-Uni;2910000000
2014-12-31;CA;impot courant;Royaume-Uni;-510000000
2014-12-31;CA;impot différé;Royaume-Uni;-310000000
2014-12-31;CA;impot sur bénéfice;Royaume-Uni;-820000000
2014-12-31;CA;Effectif;Royaume-Uni;819
2014-12-31;CA;NB filiales CBCR;Royaume-Uni;9
2014-12-31;CA;NB filiales périmètre en +;Royaume-Uni;6
2014-12-31;CA;Total filiales;Royaume-Uni;15
2014-12-31;CA;resultats/effectifs;Royaume-Uni;3.55311e+06
2014-12-31;CA;resultats/pnb;Royaume-Uni;0.447005
2014-12-31;CA;Produit Net Bancaire;Russie;310000000
2014-12-31;CA;Resultat avant impot;Russie;110000000
2014-12-31;CA;impot courant;Russie;-20000000
2014-12-31;CA;impot sur bénéfice;Russie;-20000000
2014-12-31;CA;Effectif;Russie;155
2014-12-31;CA;NB filiales CBCR;Russie;1
2014-12-31;CA;Total filiales;Russie;1
2014-12-31;CA;resultats/effectifs;Russie;709677
2014-12-31;CA;resultats/pnb;Russie;0.354839
2014-12-31;CA;Produit Net Bancaire;Serbie;310000000
2014-12-31;CA;Resultat avant impot;Serbie;10000000
2014-12-31;CA;Effectif;Serbie;863
2014-12-31;CA;NB filiales CBCR;Serbie;1
2014-12-31;CA;Total filiales;Serbie;1
2014-12-31;CA;resultats/effectifs;Serbie;11587.5
2014-12-31;CA;resultats/pnb;Serbie;0.0322581
2014-12-31;CA;Produit Net Bancaire;Singapour;1510000000
2014-12-31;CA;Resultat avant impot;Singapour;560000000
2014-12-31;CA;impot courant;Singapour;-80000000
2014-12-31;CA;impot sur bénéfice;Singapour;-80000000
2014-12-31;CA;Effectif;Singapour;417
2014-12-31;CA;NB filiales CBCR;Singapour;3
2014-12-31;CA;NB filiales périmètre en +;Singapour;1
2014-12-31;CA;Total filiales;Singapour;4
2014-12-31;CA;resultats/effectifs;Singapour;1.34293e+06
2014-12-31;CA;resultats/pnb;Singapour;0.370861
2014-12-31;CA;Produit Net Bancaire;Slovaquie;20000000
2014-12-31;CA;Resultat avant impot;Slovaquie;10000000
2014-12-31;CA;Effectif;Slovaquie;11
2014-12-31;CA;NB filiales CBCR;Slovaquie;1
2014-12-31;CA;Total filiales;Slovaquie;1
2014-12-31;CA;resultats/effectifs;Slovaquie;909091
2014-12-31;CA;resultats/pnb;Slovaquie;0.5
2014-12-31;CA;Produit Net Bancaire;Suède;210000000
2014-12-31;CA;Resultat avant impot;Suède;80000000
2014-12-31;CA;impot courant;Suède;-20000000
2014-12-31;CA;impot sur bénéfice;Suède;-20000000
2014-12-31;CA;Effectif;Suède;38
2014-12-31;CA;NB filiales CBCR;Suède;1
2014-12-31;CA;NB filiales périmètre en +;Suède;3
2014-12-31;CA;Total filiales;Suède;4
2014-12-31;CA;resultats/effectifs;Suède;2.10526e+06
2014-12-31;CA;resultats/pnb;Suède;0.380952
2014-12-31;CA;Produit Net Bancaire;Suisse;3700000000
2014-12-31;CA;Resultat avant impot;Suisse;530000000
2014-12-31;CA;impot courant;Suisse;-260000000
2014-12-31;CA;impot différé;Suisse;-10000000
2014-12-31;CA;impot sur bénéfice;Suisse;-270000000
2014-12-31;CA;Effectif;Suisse;1180
2014-12-31;CA;NB filiales CBCR;Suisse;5
2014-12-31;CA;NB filiales périmètre en +;Suisse;4
2014-12-31;CA;Total filiales;Suisse;9
2014-12-31;CA;resultats/effectifs;Suisse;449153
2014-12-31;CA;resultats/pnb;Suisse;0.143243
2014-12-31;CA;Produit Net Bancaire;Taïwan;330000000
2014-12-31;CA;Resultat avant impot;Taïwan;110000000
2014-12-31;CA;impot courant;Taïwan;-10000000
2014-12-31;CA;impot différé;Taïwan;-10000000
2014-12-31;CA;impot sur bénéfice;Taïwan;-20000000
2014-12-31;CA;Effectif;Taïwan;106
2014-12-31;CA;NB filiales CBCR;Taïwan;2
2014-12-31;CA;Total filiales;Taïwan;2
2014-12-31;CA;resultats/effectifs;Taïwan;1.03774e+06
2014-12-31;CA;resultats/pnb;Taïwan;0.333333
2014-12-31;CA;NB filiales périmètre en +;Tunisie;1
2014-12-31;CA;Total filiales;Tunisie;1
2014-12-31;CA;Produit Net Bancaire;Ukraine;1250000000
2014-12-31;CA;Resultat avant impot;Ukraine;40000000
2014-12-31;CA;impot courant;Ukraine;-10000000
2014-12-31;CA;impot différé;Ukraine;-30000000
2014-12-31;CA;impot sur bénéfice;Ukraine;-40000000
2014-12-31;CA;Effectif;Ukraine;2450
2014-12-31;CA;NB filiales CBCR;Ukraine;1
2014-12-31;CA;Total filiales;Ukraine;1
2014-12-31;CA;resultats/effectifs;Ukraine;16326.5
2014-12-31;CA;resultats/pnb;Ukraine;0.032
2014-12-31;CA;Produit Net Bancaire;Uruguay;10000000
2014-12-31;CA;Effectif;Uruguay;22
2014-12-31;CA;NB filiales CBCR;Uruguay;1
2014-12-31;CA;Total filiales;Uruguay;1
2014-12-31;CA;Resultat avant impot;Vietnam;-30000000
2014-12-31;CA;NB filiales CBCR;Vietnam;1
2014-12-31;CA;Total filiales;Vietnam;1
2014-12-31;SG;Produit Net Bancaire;Afrique du Sud;110000000
2014-12-31;SG;Resultat avant impot;Afrique du Sud;60000000
2014-12-31;SG;impot courant;Afrique du Sud;-20000000
2014-12-31;SG;impot sur bénéfice;Afrique du Sud;-20000000
2014-12-31;SG;Effectif;Afrique du Sud;80
2014-12-31;SG;NB filiales CBCR;Afrique du Sud;1
2014-12-31;SG;Total filiales;Afrique du Sud;1
2014-12-31;SG;resultats/effectifs;Afrique du Sud;750000
2014-12-31;SG;resultats/pnb;Afrique du Sud;0.545455
2014-12-31;SG;Produit Net Bancaire;Albanie;210000000
2014-12-31;SG;Resultat avant impot;Albanie;50000000
2014-12-31;SG;Effectif;Albanie;400
2014-12-31;SG;NB filiales CBCR;Albanie;1
2014-12-31;SG;Total filiales;Albanie;1
2014-12-31;SG;resultats/effectifs;Albanie;125000
2014-12-31;SG;resultats/pnb;Albanie;0.238095
2014-12-31;SG;Produit Net Bancaire;Algérie;1340000000
2014-12-31;SG;Resultat avant impot;Algérie;630000000
2014-12-31;SG;impot courant;Algérie;-150000000
2014-12-31;SG;impot différé;Algérie;-30000000
2014-12-31;SG;impot sur bénéfice;Algérie;-180000000
2014-12-31;SG;Effectif;Algérie;1412
2014-12-31;SG;NB filiales CBCR;Algérie;2
2014-12-31;SG;Total filiales;Algérie;2
2014-12-31;SG;resultats/effectifs;Algérie;446176
2014-12-31;SG;resultats/pnb;Algérie;0.470149
2014-12-31;SG;Produit Net Bancaire;Allemagne;7440000000
2014-12-31;SG;Resultat avant impot;Allemagne;1910000000
2014-12-31;SG;impot courant;Allemagne;-290000000
2014-12-31;SG;impot différé;Allemagne;-80000000
2014-12-31;SG;impot sur bénéfice;Allemagne;-370000000
2014-12-31;SG;Effectif;Allemagne;3115
2014-12-31;SG;NB filiales CBCR;Allemagne;45
2014-12-31;SG;Total filiales;Allemagne;45
2014-12-31;SG;resultats/effectifs;Allemagne;613162
2014-12-31;SG;resultats/pnb;Allemagne;0.25672
2014-12-31;SG;Produit Net Bancaire;Australie;90000000
2014-12-31;SG;Resultat avant impot;Australie;-20000000
2014-12-31;SG;impot différé;Australie;10000000
2014-12-31;SG;impot sur bénéfice;Australie;10000000
2014-12-31;SG;Effectif;Australie;26
2014-12-31;SG;NB filiales CBCR;Australie;1
2014-12-31;SG;Total filiales;Australie;1
2014-12-31;SG;resultats/effectifs;Australie;-769231
2014-12-31;SG;resultats/pnb;Australie;-0.222222
2014-12-31;SG;Produit Net Bancaire;Autriche;110000000
2014-12-31;SG;Resultat avant impot;Autriche;40000000
2014-12-31;SG;impot courant;Autriche;-10000000
2014-12-31;SG;impot sur bénéfice;Autriche;-10000000
2014-12-31;SG;Effectif;Autriche;54
2014-12-31;SG;NB filiales CBCR;Autriche;3
2014-12-31;SG;Total filiales;Autriche;3
2014-12-31;SG;resultats/effectifs;Autriche;740741
2014-12-31;SG;resultats/pnb;Autriche;0.363636
2014-12-31;SG;Produit Net Bancaire;Bahamas;150000000
2014-12-31;SG;Resultat avant impot;Bahamas;40000000
2014-12-31;SG;Effectif;Bahamas;44
2014-12-31;SG;NB filiales CBCR;Bahamas;1
2014-12-31;SG;Total filiales;Bahamas;1
2014-12-31;SG;resultats/effectifs;Bahamas;909091
2014-12-31;SG;resultats/pnb;Bahamas;0.266667
2014-12-31;SG;Produit Net Bancaire;Belgique;1930000000
2014-12-31;SG;Resultat avant impot;Belgique;1020000000
2014-12-31;SG;impot courant;Belgique;-150000000
2014-12-31;SG;impot sur bénéfice;Belgique;-150000000
2014-12-31;SG;Effectif;Belgique;471
2014-12-31;SG;NB filiales CBCR;Belgique;8
2014-12-31;SG;Total filiales;Belgique;8
2014-12-31;SG;resultats/effectifs;Belgique;2.16561e+06
2014-12-31;SG;resultats/pnb;Belgique;0.528497
2014-12-31;SG;Produit Net Bancaire;Bénin;190000000
2014-12-31;SG;Resultat avant impot;Bénin;10000000
2014-12-31;SG;impot différé;Bénin;10000000
2014-12-31;SG;impot sur bénéfice;Bénin;10000000
2014-12-31;SG;Effectif;Bénin;218
2014-12-31;SG;NB filiales CBCR;Bénin;1
2014-12-31;SG;Total filiales;Bénin;1
2014-12-31;SG;resultats/effectifs;Bénin;45871.6
2014-12-31;SG;resultats/pnb;Bénin;0.0526316
2014-12-31;SG;Produit Net Bancaire;Bermudes;120000000
2014-12-31;SG;Resultat avant impot;Bermudes;120000000
2014-12-31;SG;NB filiales CBCR;Bermudes;2
2014-12-31;SG;Total filiales;Bermudes;2
2014-12-31;SG;resultats/pnb;Bermudes;1
2014-12-31;SG;Produit Net Bancaire;Brésil;1950000000
2014-12-31;SG;Resultat avant impot;Brésil;-1670000000
2014-12-31;SG;impot courant;Brésil;-290000000
2014-12-31;SG;impot différé;Brésil;250000000
2014-12-31;SG;impot sur bénéfice;Brésil;-40000000
2014-12-31;SG;Effectif;Brésil;1182
2014-12-31;SG;NB filiales CBCR;Brésil;12
2014-12-31;SG;Total filiales;Brésil;12
2014-12-31;SG;resultats/effectifs;Brésil;-1.41286e+06
2014-12-31;SG;resultats/pnb;Brésil;-0.85641
2014-12-31;SG;Produit Net Bancaire;Bulgarie;930000000
2014-12-31;SG;Resultat avant impot;Bulgarie;350000000
2014-12-31;SG;impot courant;Bulgarie;-30000000
2014-12-31;SG;impot sur bénéfice;Bulgarie;-30000000
2014-12-31;SG;Effectif;Bulgarie;1506
2014-12-31;SG;NB filiales CBCR;Bulgarie;4
2014-12-31;SG;Total filiales;Bulgarie;4
2014-12-31;SG;resultats/effectifs;Bulgarie;232404
2014-12-31;SG;resultats/pnb;Bulgarie;0.376344
2014-12-31;SG;Produit Net Bancaire;Burkina Faso;290000000
2014-12-31;SG;Resultat avant impot;Burkina Faso;90000000
2014-12-31;SG;impot courant;Burkina Faso;-10000000
2014-12-31;SG;impot sur bénéfice;Burkina Faso;-10000000
2014-12-31;SG;Effectif;Burkina Faso;246
2014-12-31;SG;NB filiales CBCR;Burkina Faso;1
2014-12-31;SG;Total filiales;Burkina Faso;1
2014-12-31;SG;resultats/effectifs;Burkina Faso;365854
2014-12-31;SG;resultats/pnb;Burkina Faso;0.310345
2014-12-31;SG;Produit Net Bancaire;Cameroun;720000000
2014-12-31;SG;Resultat avant impot;Cameroun;190000000
2014-12-31;SG;impot courant;Cameroun;-90000000
2014-12-31;SG;impot sur bénéfice;Cameroun;-90000000
2014-12-31;SG;Effectif;Cameroun;625
2014-12-31;SG;NB filiales CBCR;Cameroun;1
2014-12-31;SG;Total filiales;Cameroun;1
2014-12-31;SG;resultats/effectifs;Cameroun;304000
2014-12-31;SG;resultats/pnb;Cameroun;0.263889
2014-12-31;SG;Produit Net Bancaire;Canada;490000000
2014-12-31;SG;Resultat avant impot;Canada;120000000
2014-12-31;SG;impot courant;Canada;-60000000
2014-12-31;SG;impot différé;Canada;10000000
2014-12-31;SG;impot sur bénéfice;Canada;-50000000
2014-12-31;SG;Effectif;Canada;108
2014-12-31;SG;NB filiales CBCR;Canada;5
2014-12-31;SG;NB filiales périmètre en +;Canada;1
2014-12-31;SG;Total filiales;Canada;6
2014-12-31;SG;resultats/effectifs;Canada;1.11111e+06
2014-12-31;SG;resultats/pnb;Canada;0.244898
2014-12-31;SG;Produit Net Bancaire;Chine;840000000
2014-12-31;SG;Resultat avant impot;Chine;120000000
2014-12-31;SG;impot différé;Chine;10000000
2014-12-31;SG;impot sur bénéfice;Chine;10000000
2014-12-31;SG;Effectif;Chine;537
2014-12-31;SG;NB filiales CBCR;Chine;4
2014-12-31;SG;Total filiales;Chine;4
2014-12-31;SG;resultats/effectifs;Chine;223464
2014-12-31;SG;resultats/pnb;Chine;0.142857
2014-12-31;SG;Produit Net Bancaire;Chypre;10000000
2014-12-31;SG;Resultat avant impot;Chypre;10000000
2014-12-31;SG;NB filiales CBCR;Chypre;1
2014-12-31;SG;Total filiales;Chypre;1
2014-12-31;SG;resultats/pnb;Chypre;1
2014-12-31;SG;Produit Net Bancaire;Corée du Sud;1170000000
2014-12-31;SG;Resultat avant impot;Corée du Sud;390000000
2014-12-31;SG;impot courant;Corée du Sud;-90000000
2014-12-31;SG;impot différé;Corée du Sud;20000000
2014-12-31;SG;impot sur bénéfice;Corée du Sud;-70000000
2014-12-31;SG;Effectif;Corée du Sud;136
2014-12-31;SG;NB filiales CBCR;Corée du Sud;4
2014-12-31;SG;Total filiales;Corée du Sud;4
2014-12-31;SG;resultats/effectifs;Corée du Sud;2.86765e+06
2014-12-31;SG;resultats/pnb;Corée du Sud;0.333333
2014-12-31;SG;Produit Net Bancaire;Côte d'Ivoire;1110000000
2014-12-31;SG;Resultat avant impot;Côte d'Ivoire;480000000
2014-12-31;SG;impot courant;Côte d'Ivoire;-100000000
2014-12-31;SG;impot différé;Côte d'Ivoire;10000000
2014-12-31;SG;impot sur bénéfice;Côte d'Ivoire;-90000000
2014-12-31;SG;Effectif;Côte d'Ivoire;1147
2014-12-31;SG;NB filiales CBCR;Côte d'Ivoire;2
2014-12-31;SG;Total filiales;Côte d'Ivoire;2
2014-12-31;SG;resultats/effectifs;Côte d'Ivoire;418483
2014-12-31;SG;resultats/pnb;Côte d'Ivoire;0.432432
2014-12-31;SG;Produit Net Bancaire;Croatie;1380000000
2014-12-31;SG;Resultat avant impot;Croatie;320000000
2014-12-31;SG;impot courant;Croatie;-40000000
2014-12-31;SG;impot différé;Croatie;10000000
2014-12-31;SG;impot sur bénéfice;Croatie;-30000000
2014-12-31;SG;Effectif;Croatie;1459
2014-12-31;SG;NB filiales CBCR;Croatie;3
2014-12-31;SG;Total filiales;Croatie;3
2014-12-31;SG;resultats/effectifs;Croatie;219328
2014-12-31;SG;resultats/pnb;Croatie;0.231884
2014-12-31;SG;Produit Net Bancaire;Curaçao;10000000
2014-12-31;SG;Resultat avant impot;Curaçao;10000000
2014-12-31;SG;NB filiales CBCR;Curaçao;1
2014-12-31;SG;Total filiales;Curaçao;1
2014-12-31;SG;resultats/pnb;Curaçao;1
2014-12-31;SG;Produit Net Bancaire;Danemark;570000000
2014-12-31;SG;Resultat avant impot;Danemark;330000000
2014-12-31;SG;impot courant;Danemark;-90000000
2014-12-31;SG;impot différé;Danemark;20000000
2014-12-31;SG;impot sur bénéfice;Danemark;-70000000
2014-12-31;SG;Effectif;Danemark;146
2014-12-31;SG;NB filiales CBCR;Danemark;4
2014-12-31;SG;Total filiales;Danemark;4
2014-12-31;SG;resultats/effectifs;Danemark;2.26027e+06
2014-12-31;SG;resultats/pnb;Danemark;0.578947
2014-12-31;SG;Produit Net Bancaire;Émirats Arabes Unis;170000000
2014-12-31;SG;Resultat avant impot;Émirats Arabes Unis;40000000
2014-12-31;SG;Effectif;Émirats Arabes Unis;79
2014-12-31;SG;NB filiales CBCR;Émirats Arabes Unis;3
2014-12-31;SG;Total filiales;Émirats Arabes Unis;3
2014-12-31;SG;resultats/effectifs;Émirats Arabes Unis;506329
2014-12-31;SG;resultats/pnb;Émirats Arabes Unis;0.235294
2014-12-31;SG;Produit Net Bancaire;Espagne;4000000000
2014-12-31;SG;Resultat avant impot;Espagne;2330000000
2014-12-31;SG;impot courant;Espagne;-460000000
2014-12-31;SG;impot différé;Espagne;-70000000
2014-12-31;SG;impot sur bénéfice;Espagne;-530000000
2014-12-31;SG;Effectif;Espagne;562
2014-12-31;SG;NB filiales CBCR;Espagne;8
2014-12-31;SG;NB filiales périmètre en +;Espagne;1
2014-12-31;SG;Total filiales;Espagne;9
2014-12-31;SG;resultats/effectifs;Espagne;4.14591e+06
2014-12-31;SG;resultats/pnb;Espagne;0.5825
2014-12-31;SG;NB filiales CBCR;Estonie;1
2014-12-31;SG;Total filiales;Estonie;1
2014-12-31;SG;Produit Net Bancaire;États-Unis;12050000000
2014-12-31;SG;Resultat avant impot;États-Unis;2190000000
2014-12-31;SG;impot courant;États-Unis;-350000000
2014-12-31;SG;impot différé;États-Unis;-1870000000
2014-12-31;SG;impot sur bénéfice;États-Unis;-2220000000
2014-12-31;SG;Effectif;États-Unis;2455
2014-12-31;SG;NB filiales CBCR;États-Unis;30
2014-12-31;SG;NB filiales périmètre en +;États-Unis;1
2014-12-31;SG;Total filiales;États-Unis;31
2014-12-31;SG;resultats/effectifs;États-Unis;892057
2014-12-31;SG;resultats/pnb;États-Unis;0.181743
2014-12-31;SG;Produit Net Bancaire;Finlande;590000000
2014-12-31;SG;Resultat avant impot;Finlande;430000000
2014-12-31;SG;impot courant;Finlande;-70000000
2014-12-31;SG;impot différé;Finlande;-30000000
2014-12-31;SG;impot sur bénéfice;Finlande;-100000000
2014-12-31;SG;Effectif;Finlande;86
2014-12-31;SG;NB filiales CBCR;Finlande;2
2014-12-31;SG;Total filiales;Finlande;2
2014-12-31;SG;resultats/effectifs;Finlande;5000000
2014-12-31;SG;resultats/pnb;Finlande;0.728814
2014-12-31;SG;Produit Net Bancaire;France;105760000000
2014-12-31;SG;Resultat avant impot;France;3210000000
2014-12-31;SG;impot courant;France;-3470000000
2014-12-31;SG;impot différé;France;330000000
2014-12-31;SG;impot sur bénéfice;France;-3140000000
2014-12-31;SG;Effectif;France;51794
2014-12-31;SG;NB filiales CBCR;France;301
2014-12-31;SG;NB filiales périmètre en +;France;7
2014-12-31;SG;Total filiales;France;308
2014-12-31;SG;resultats/effectifs;France;61976.3
2014-12-31;SG;resultats/pnb;France;0.0303517
2014-12-31;SG;Produit Net Bancaire;Géorgie;410000000
2014-12-31;SG;Resultat avant impot;Géorgie;150000000
2014-12-31;SG;impot courant;Géorgie;-20000000
2014-12-31;SG;impot différé;Géorgie;-10000000
2014-12-31;SG;impot sur bénéfice;Géorgie;-30000000
2014-12-31;SG;Effectif;Géorgie;956
2014-12-31;SG;NB filiales CBCR;Géorgie;3
2014-12-31;SG;Total filiales;Géorgie;3
2014-12-31;SG;resultats/effectifs;Géorgie;156904
2014-12-31;SG;resultats/pnb;Géorgie;0.365854
2014-12-31;SG;Produit Net Bancaire;Ghana;620000000
2014-12-31;SG;Resultat avant impot;Ghana;110000000
2014-12-31;SG;impot courant;Ghana;-50000000
